0.200000   5.07569e-30 
0.400000   2.77613e-29 
0.600000   3.57889e-28 
0.800000   1.54478e-28 
1.000000   7.84064e-29 
1.200000   2.30346e-26 
1.400000   7.48462e-27 
1.600000   5.78419e-19 
1.800000   6.87858e-17 
2.000000   5.11786e-14 
2.200000   1.73235e-14 
2.400000   6.43179e-15 
2.600000   2.58267e-15 
2.800000   1.14638e-09 
3.000000   4.896e-10 
3.200000   2.20979e-10 
3.400000   1.04719e-10 
3.600000   5.18204e-11 
3.800000   2.66556e-11 
4.000000   1.41968e-11 
4.200000   7.80296e-12 
4.400000   4.413e-12 
4.600000   2.56168e-12 
4.800000   1.52291e-12 
5.000000   9.2543e-13 
5.200000   1.72692e-06 
5.400000   1.04833e-06 
5.600000   1.73876 
5.800000   1.05514 
6.000000   0.651538 
6.200000   0.408915 
6.400000   0.260581 
6.600000   0.168447 
6.800000   0.110362 
7.000000   0.0732283 
7.200000   0.049173 
7.400000   0.0333947 
7.600000   0.022923 
7.800000   0.0158951 
8.000000   0.0111284 
8.200000   0.00786268 
8.400000   0.00560383 
8.600000   0.00402713 
8.800000   0.00291701 
9.000000   0.0021289 
9.200000   0.00156496 
9.400000   0.00179042 
9.600000   0.00132233 
9.800000   0.00098313 
10.000000   0.000735607 
10.200000   0.000553777 
10.400000   0.000419345 
10.600000   0.00216107 
10.800000   0.00162284 
11.000000   0.00122554 
11.200000   0.000930539 
11.400000   0.000710253 
11.600000   0.000544855 
11.800000   0.000420014 
12.000000   0.000325302 
12.200000   0.000253094 
12.400000   0.00019778 
12.600000   0.000240668 
12.800000   0.000188285 
13.000000   0.00014792 
13.200000   0.00011668 
13.400000   9.23986e-05 
13.600000   7.34488e-05 
13.800000   5.86009e-05 
14.000000   4.69219e-05 
14.200000   3.77011e-05 
14.400000   3.03944e-05 
14.600000   2.45841e-05 
14.800000   1.99478e-05 
15.000000   1.6236e-05 
15.200000   1.32546e-05 
