1.600000   7.31915e-05 
1.800000   0.000630848 
2.000000   0.00349352 
2.200000   0.0142707 
2.400000   0.0469832 
2.600000   0.122705 
2.800000   0.256252 
3.000000   0.491283 
3.200000   0.904222 
3.400000   0.792747 
3.600000   0.609077 
3.800000   0.462286 
4.000000   0.347541 
4.200000   0.259359 
4.400000   0.19248 
4.600000   0.142273 
4.800000   0.104874 
5.000000   0.0771789 
5.200000   0.0567557 
5.400000   0.0417385 
5.600000   0.0307157 
5.800000   0.0226316 
6.000000   0.0167031 
6.200000   0.0123528 
6.400000   0.00915694 
6.600000   0.00680558 
6.800000   0.00507218 
7.000000   0.00379148 
7.200000   0.00284291 
7.400000   0.00213845 
7.600000   0.0016138 
7.800000   0.0012219 
8.000000   0.000928264 
8.200000   0.000707565 
8.400000   0.000541155 
8.600000   0.000415276 
8.800000   0.000319746 
9.000000   0.00024701 
9.200000   0.000191451 
9.400000   0.000148874 
9.600000   0.00011614 
9.800000   9.08926e-05 
10.000000   7.13577e-05 
